id,height,peito_circ,cintura_circ,quadril_circ,coxa_circ,joelho_circ,panturrilha_circ,abdomen_circ,pescoco_circ,biceps_circ,split
syn_f018272-3-Pos,168.88,105.63,81.99,117.37,66.58,45.6,42.7,83.95,38.95,36.52,train
syn_f018278-3-Pos,165.25,106.55,80.69,112.55,65.46,47.93,44.06,92.06,36.87,35.96,train
syn_f018285-2-Pos,172.21,114.82,90.72,116.91,70.45,47.55,41.59,93.57,39.04,35.58,train
syn_f018286-0-Pre,162.53,115.1,100.6,118.17,65.31,45.62,35.88,106.01,40.74,38.07,train
syn_f018307-0-Pos,159.15,110.22,95.26,121.03,68.5,49.67,37.2,97.45,37.16,37.29,train
syn_f018311-1-Pos,171.91,96.58,73.83,106.07,59.99,38.88,37.82,81.02,33.95,28.95,train
syn_f018328-1-Pre,149.06,89.1,73.07,95.74,50.89,37.78,34.26,74.2,34.22,24.25,train
syn_f018328-1-Pos,149.06,89.1,73.07,95.74,50.89,37.78,34.26,74.2,34.22,24.25,train
syn_f018343-3-Pre,159.88,123.38,101.9,124.94,74.63,52.13,43.29,109.93,41.31,44.9,train
syn_f018349-0-Pos,156.13,95.88,77.59,100.09,54.49,38.67,29.26,78.7,33.31,28.72,train
syn_f018350-0-Pre,166.76,95.01,77.39,106.17,60.53,44.05,35.7,84.04,36.13,30.13,train
syn_f018351-2-Pos,166.83,110.01,87.34,112.56,64.13,40.82,39.53,95.67,37.83,34.0,train
syn_f018368-3-Pre,168.65,104.85,83.78,107.03,64.48,41.7,38.81,88.51,37.09,36.24,train
syn_f018382-3-Pos,174.05,100.25,80.81,109.93,65.57,43.73,42.28,86.72,39.6,37.39,train
syn_f018384-2-Pre,165.08,104.76,79.01,100.87,59.0,39.81,38.82,85.08,38.98,31.82,train
syn_f018393-1-Pos,165.12,110.37,95.77,111.06,66.26,46.52,38.5,96.64,37.21,37.24,train
syn_f018394-1-Pos,168.8,99.15,79.38,102.2,58.27,39.79,35.72,85.27,37.4,30.6,train
syn_f018400-0-Pre,173.12,106.23,94.78,114.84,65.13,45.41,39.51,99.08,39.54,34.17,train
syn_f018422-2-Pos,162.07,110.29,89.75,105.73,64.09,41.3,37.67,91.32,36.39,33.93,train
syn_f018426-3-Pos,160.51,101.84,71.73,97.97,62.2,41.77,41.02,73.88,36.3,31.54,train
syn_f018429-2-Pos,164.29,121.42,99.08,116.76,69.18,46.77,41.62,103.33,39.01,37.86,train
syn_f018432-3-Pre,166.75,91.06,67.18,104.75,58.5,38.89,39.71,73.79,34.25,29.56,train
syn_f018432-3-Pos,166.75,91.06,67.18,104.75,58.5,38.89,39.71,73.79,34.25,29.56,train
syn_f018461-1-Pos,172.24,124.12,105.35,132.7,74.35,51.22,44.82,116.69,40.25,44.72,train
syn_f018462-1-Pos,165.33,78.04,57.66,99.51,51.79,36.04,32.76,59.87,32.65,23.64,train
syn_f018465-3-Pre,167.25,107.89,81.17,121.48,74.73,54.74,46.15,91.02,37.78,37.88,train
syn_f018465-3-Pos,167.25,107.89,81.17,121.48,74.73,54.74,46.15,91.02,37.78,37.88,train
syn_f018469-1-Pos,163.05,108.72,91.18,98.76,51.31,35.25,30.95,89.82,39.54,28.25,train
syn_f018474-2-Pos,174.61,120.12,99.28,124.35,75.64,47.55,46.94,107.43,41.42,39.17,train
syn_f018480-1-Pre,159.59,66.43,48.86,99.15,54.05,36.42,34.81,57.84,29.41,21.14,train
syn_f018490-3-Pre,165.18,98.39,74.56,114.88,67.99,47.64,41.33,85.43,40.47,36.7,train
syn_m018507-2-Pos,186.78,126.0,104.73,115.85,66.39,44.28,46.13,106.43,47.28,39.37,train
syn_m018517-2-Pos,174.19,112.68,84.84,106.31,62.14,43.27,41.1,86.92,40.91,37.88,train
syn_m018521-2-Pre,176.47,95.24,69.26,100.02,62.39,38.1,38.41,66.99,37.01,32.49,train
syn_m018529-1-Pre,164.0,102.51,83.16,95.49,54.28,37.62,36.62,82.95,40.29,32.6,train
syn_m018542-1-Pos,175.23,100.54,78.66,108.48,60.51,39.57,36.44,78.7,36.05,32.01,train
syn_m018573-2-Pre,177.14,114.66,90.87,111.36,65.3,43.96,43.69,90.57,46.23,38.71,train
syn_m018574-2-Pos,171.61,108.53,83.31,101.33,57.69,37.68,38.94,82.71,42.68,36.27,train
syn_m018597-0-Pos,169.93,101.13,96.56,112.32,64.96,46.53,40.02,100.18,41.4,36.4,train
syn_m018603-1-Pos,178.99,90.26,75.4,99.6,54.14,36.86,35.36,74.99,38.34,29.4,train
syn_m018608-3-Pos,178.61,115.65,79.59,110.98,64.65,43.0,46.47,81.49,44.39,38.48,train
syn_m018610-1-Pos,160.08,83.5,68.86,90.28,50.99,36.06,32.62,67.66,35.17,27.53,train
syn_m018617-0-Pre,181.63,105.85,91.65,111.5,62.55,43.11,36.97,91.62,42.48,34.56,train
syn_m018623-2-Pos,186.86,115.6,92.29,116.14,66.61,46.95,44.59,96.98,43.39,36.67,train
syn_m018627-0-Pos,181.79,98.22,90.87,110.58,64.46,45.16,40.6,93.01,41.02,33.11,train
syn_m018629-3-Pre,170.08,98.55,63.7,102.35,57.09,38.79,41.27,62.88,39.61,31.42,train
syn_m018640-2-Pre,175.3,119.48,86.87,106.57,62.64,44.28,45.64,85.81,43.77,40.26,train
syn_m018652-2-Pre,181.2,127.68,109.07,125.41,77.34,53.64,52.4,112.95,46.91,42.75,train
syn_m018659-3-Pos,175.07,95.8,68.25,99.82,57.92,38.75,42.15,66.95,37.43,34.63,train
syn_m018660-0-Pre,182.66,100.18,95.4,108.18,64.77,41.96,41.16,97.64,43.48,31.85,train
syn_m018665-0-Pos,181.34,98.06,88.07,106.56,59.1,39.84,36.42,90.37,38.13,29.05,train
syn_m018686-3-Pre,177.41,117.31,81.06,114.04,70.43,44.82,48.49,82.26,44.51,41.83,train
syn_m018690-0-Pre,178.02,99.4,94.57,101.78,59.19,41.33,37.39,97.79,42.64,31.31,train
syn_m018697-1-Pos,190.68,104.09,81.51,116.49,68.95,44.86,40.11,84.87,38.47,32.09,train
syn_m018703-1-Pos,191.27,95.4,75.64,102.66,56.33,36.65,36.52,76.85,39.0,30.61,train
syn_m018706-3-Pre,179.27,127.81,95.28,111.97,69.59,47.11,47.74,95.99,48.1,41.7,train
syn_m018720-0-Pos,181.73,97.37,83.43,102.44,59.29,40.08,35.93,84.07,35.44,29.71,train
syn_m018728-2-Pos,175.39,109.6,87.2,101.74,55.48,37.6,41.88,86.45,40.31,35.69,train
syn_m018734-3-Pre,184.28,126.64,91.63,115.12,67.8,46.67,46.1,92.27,46.48,41.41,train
syn_m018740-0-Pre,171.09,106.47,99.16,107.13,60.97,45.03,40.02,101.37,41.26,33.44,train
syn_m018742-1-Pos,177.44,103.59,89.01,104.76,60.74,42.79,38.98,89.08,42.11,31.87,train
syn_m018751-0-Pre,178.41,91.64,80.1,102.45,58.31,39.85,36.34,82.83,34.99,27.15,train
syn_m018781-3-Pre,187.88,122.08,88.4,111.32,62.94,43.48,47.53,89.03,46.36,40.3,train
syn_m018800-0-Pre,188.14,111.59,103.52,114.02,64.73,43.64,41.86,103.55,45.83,35.61,train
syn_m018806-2-Pre,171.28,98.8,70.56,96.67,54.68,38.11,41.02,68.86,36.74,32.68,train
syn_m018817-2-Pos,180.76,110.36,84.05,105.76,61.66,42.18,41.84,84.24,39.41,36.52,train
syn_m018832-1-Pre,174.96,92.71,75.56,96.96,55.58,36.93,38.21,76.92,35.67,28.89,train
syn_m018856-0-Pos,181.94,95.21,89.49,107.14,61.39,42.12,38.75,93.91,39.32,29.21,train
syn_m018887-2-Pos,188.78,136.69,113.35,118.63,70.23,47.49,50.42,113.9,51.75,43.35,train
syn_m018904-0-Pos,184.18,99.3,88.17,96.05,52.29,37.2,36.0,87.3,42.31,25.86,train
syn_m018908-0-Pre,178.48,99.48,90.76,103.65,58.68,39.62,37.03,93.64,41.83,30.53,train
syn_m018909-3-Pos,188.9,115.25,75.96,104.79,61.88,39.72,45.0,78.09,43.4,37.67,train
syn_m018920-1-Pre,186.89,112.82,97.49,107.9,62.03,41.7,38.55,101.49,40.6,32.98,train
syn_m018920-2-Pos,186.89,117.06,92.36,107.94,62.25,41.63,40.44,95.19,41.22,35.45,train
syn_m018926-2-Pos,182.09,101.05,80.41,100.59,56.73,40.24,41.25,81.6,43.45,34.03,train
syn_m018928-3-Pre,194.67,111.78,79.69,108.7,64.13,41.67,44.17,81.77,42.91,36.57,train
syn_m018943-0-Pre,190.36,100.24,91.01,104.04,61.93,41.86,38.9,92.4,41.4,30.87,train
syn_m018945-2-Pos,177.77,109.95,84.1,106.3,61.95,43.0,41.63,84.02,42.72,34.89,train
syn_m018946-0-Pos,178.64,100.21,89.43,108.95,65.96,44.29,37.89,90.77,38.21,31.96,train
syn_m018968-3-Pos,188.58,115.39,79.51,99.34,56.7,40.94,42.62,79.51,45.03,38.75,train
syn_m018971-3-Pos,187.13,128.63,99.16,115.3,69.96,43.33,46.0,100.24,52.1,43.8,train
syn_m018974-2-Pre,181.59,102.51,77.39,103.84,61.45,40.74,39.44,79.81,41.25,33.93,train
syn_m018991-3-Pos,174.36,122.55,89.23,109.46,65.82,44.54,45.96,89.23,49.09,41.54,train
syn_m018993-1-Pre,190.65,117.18,102.19,110.79,66.07,45.18,42.56,104.57,45.89,37.18,train
syn_m018993-2-Pos,190.65,120.3,97.24,110.89,66.34,45.07,44.42,98.36,46.6,39.57,train
syn_m018996-0-Pos,171.76,101.61,91.61,107.4,60.64,42.87,37.58,95.88,39.62,29.24,train
syn_f018506-3-Pos,172.26,111.11,87.88,116.26,71.27,46.62,42.49,86.66,40.0,38.17,train
syn_f018507-2-Pre,158.05,119.2,97.45,116.52,70.58,49.85,42.16,103.58,42.07,42.07,train
syn_f018523-1-Pre,168.62,90.23,71.39,105.37,59.97,36.66,35.01,75.16,32.03,26.36,train
syn_f018526-2-Pos,175.14,108.67,91.35,116.95,70.91,48.85,43.86,92.98,39.72,34.14,train
syn_f018533-1-Pre,168.6,99.81,81.55,114.79,64.36,45.09,39.78,91.15,35.71,32.97,train
syn_f018541-0-Pre,178.67,111.98,96.78,117.21,69.2,48.47,39.27,102.26,38.77,36.2,train
syn_f018545-2-Pos,156.85,102.39,84.52,103.4,62.55,41.65,38.57,87.84,38.61,35.0,train
syn_f018548-0-Pos,158.07,96.13,81.15,115.23,63.68,45.6,34.49,88.92,34.05,31.82,train
syn_f018554-2-Pre,165.33,99.51,81.92,112.23,63.11,43.04,38.69,83.9,36.43,31.85,train
syn_f018557-2-Pre,169.75,108.75,87.54,115.86,69.75,47.36,43.43,94.62,40.36,36.11,train
syn_f018560-2-Pos,169.92,109.05,85.38,107.3,59.33,41.71,37.83,88.97,41.4,34.16,train
syn_f018569-2-Pos,165.1,94.63,72.11,104.9,63.56,41.16,39.71,80.01,36.0,32.73,train
syn_f018572-3-Pre,167.07,96.23,73.39,108.98,60.41,39.69,39.28,78.51,35.24,30.63,train
syn_f018585-3-Pos,162.72,98.83,66.91,99.9,58.38,37.49,38.21,73.59,35.84,30.79,train
syn_f018591-3-Pre,160.73,101.81,70.77,100.41,61.7,41.2,42.56,74.65,36.86,31.61,train
syn_f018594-0-Pre,178.55,123.33,108.73,130.56,74.78,50.54,41.24,111.66,40.11,40.46,train
syn_f018604-0-Pos,170.23,91.01,82.48,115.13,62.85,43.19,36.98,91.01,35.28,33.35,train
syn_f018612-0-Pos,164.95,103.13,87.8,109.77,58.72,42.99,38.27,95.23,33.03,32.44,train
syn_f018617-2-Pre,178.37,121.56,95.73,114.21,69.03,43.4,43.67,96.26,41.82,36.63,train
syn_f018622-2-Pos,167.93,119.37,93.97,113.9,68.19,48.28,42.6,98.62,40.25,39.53,train
syn_f018622-3-Pre,167.93,121.43,92.48,113.81,69.73,48.69,44.52,98.19,41.09,40.94,train
syn_f018628-2-Pos,164.2,106.63,85.16,104.92,62.22,43.12,41.53,88.19,40.52,34.7,train
syn_f018630-0-Pre,191.79,98.35,86.22,125.2,69.53,46.63,41.87,98.28,34.85,31.15,train
syn_f018631-1-Pos,170.31,88.47,68.54,104.16,59.12,39.09,33.54,74.61,33.71,29.41,train
syn_f018645-0-Pos,164.53,102.24,86.17,105.1,58.44,39.02,34.32,90.66,35.89,31.21,train
syn_f018660-3-Pre,164.19,123.99,103.89,121.54,70.29,45.6,41.61,106.53,42.95,42.04,train
syn_f018665-1-Pos,163.29,104.16,86.72,111.59,65.9,46.18,38.92,92.43,35.43,34.92,train
syn_f018666-3-Pos,166.07,102.53,75.46,101.46,59.77,42.05,41.45,77.99,36.63,31.57,train
syn_f018671-3-Pos,168.56,108.54,79.42,109.5,63.5,41.33,41.14,84.35,35.04,32.42,train
syn_f018675-3-Pos,173.24,91.63,63.03,105.19,60.66,40.29,40.54,70.23,33.84,30.11,train
syn_f018688-2-Pos,166.73,107.13,87.91,103.62,61.02,39.5,34.56,87.4,37.86,33.96,train
syn_f018702-1-Pre,163.02,108.9,91.32,105.02,60.92,39.74,37.9,97.36,39.02,35.43,train
syn_f018722-3-Pos,168.67,114.1,82.45,113.53,72.0,46.81,47.01,91.23,39.47,38.49,train
syn_f018723-1-Pre,166.03,92.84,75.46,93.5,50.35,33.93,30.9,73.39,31.55,24.69,train
syn_f018730-3-Pos,165.25,127.63,106.55,121.56,68.6,46.24,43.48,102.6,41.49,39.73,train
syn_f018732-2-Pre,167.51,106.2,89.11,104.27,57.93,42.91,40.16,97.01,39.62,36.26,train
syn_f018732-3-Pre,167.51,107.91,88.01,104.11,59.41,43.3,42.1,95.65,40.7,37.96,train
syn_f018742-1-Pos,174.58,97.3,81.11,109.82,61.82,44.74,41.6,88.73,38.57,31.57,train
syn_f018758-1-Pre,180.48,80.23,58.3,94.54,51.41,33.69,31.61,71.28,31.45,25.04,train
syn_f018765-0-Pre,164.79,89.73,74.28,98.34,52.93,36.52,30.94,82.28,31.61,23.09,train
syn_f018774-1-Pos,155.72,98.91,80.13,107.08,60.42,41.43,37.39,82.88,34.17,30.92,train
syn_f018777-2-Pos,165.66,91.63,74.6,104.62,60.56,42.48,39.74,79.29,34.0,31.14,train
syn_f018788-1-Pos,164.25,101.56,85.12,103.79,61.6,43.16,39.09,88.66,38.21,35.76,train
syn_f018792-0-Pos,164.19,95.0,86.99,111.68,61.96,45.05,36.88,90.84,35.42,33.7,train
syn_f018796-0-Pos,170.67,106.05,91.97,113.07,62.96,44.03,35.89,99.63,38.02,31.27,train
syn_f018804-1-Pos,175.06,101.91,84.92,103.55,55.04,38.51,37.78,87.97,35.79,29.81,train
syn_f018813-3-Pos,155.52,96.74,73.4,96.39,55.84,37.18,34.71,80.28,36.47,30.3,train
syn_f018820-2-Pre,176.45,109.14,86.33,110.31,61.78,37.64,37.98,88.59,39.41,32.25,train
syn_f018821-2-Pre,151.2,131.79,114.3,132.43,74.78,51.87,39.07,121.79,42.31,47.89,train
syn_f018823-0-Pre,163.68,103.85,89.03,109.81,51.54,36.66,31.78,99.88,35.22,28.83,train
syn_f018834-0-Pre,172.32,116.02,100.76,115.61,65.67,45.05,42.38,102.58,40.57,36.08,train
syn_f018837-3-Pos,152.05,87.57,65.87,91.77,53.96,36.19,33.54,70.17,34.04,27.87,train
syn_f018841-0-Pos,165.99,74.51,65.08,97.92,54.43,38.18,33.83,71.07,28.06,25.28,train
syn_f018857-1-Pre,168.49,95.72,73.74,113.41,63.78,41.66,36.27,82.29,35.0,30.22,train
syn_f018863-0-Pos,171.86,94.62,67.57,113.34,64.68,44.41,38.68,74.81,31.71,27.49,train
syn_f018866-3-Pre,163.61,114.0,83.93,107.9,63.51,40.73,40.65,88.37,39.25,36.04,train
syn_f018878-0-Pos,175.25,103.9,91.55,107.9,61.46,38.9,35.13,91.59,36.93,30.84,train
syn_f018897-0-Pre,173.13,96.93,82.44,113.93,60.99,43.53,41.13,88.21,34.16,29.41,train
syn_f018900-1-Pre,166.17,85.49,69.39,105.4,60.86,45.09,36.64,82.05,32.4,30.06,train
syn_f018903-3-Pos,165.13,134.16,108.94,122.43,72.59,45.5,42.82,112.64,45.16,45.43,train
syn_f018911-1-Pre,177.24,105.8,89.51,117.33,68.79,45.91,38.65,94.95,37.55,37.2,train
syn_f018912-1-Pre,161.2,78.3,60.19,95.02,48.88,34.66,27.9,67.28,31.51,22.9,train
syn_f018916-2-Pre,166.51,108.96,79.81,106.59,62.46,40.42,39.67,85.09,36.8,33.77,train
syn_f018919-1-Pos,156.47,101.76,79.79,100.79,60.16,41.52,35.8,85.31,38.03,35.22,train
syn_f018926-2-Pos,166.36,89.36,70.93,101.71,56.54,40.16,38.75,73.11,35.97,29.68,train
syn_f018931-1-Pre,162.14,86.54,67.63,102.76,61.49,40.16,33.89,73.6,34.61,28.25,train
syn_f018933-3-Pre,171.42,112.19,83.03,114.54,71.25,45.48,46.25,91.87,39.87,36.36,train
syn_f018937-1-Pos,152.6,86.3,70.14,89.22,47.36,35.01,30.65,73.45,31.67,27.0,train
syn_f018942-0-Pos,168.12,103.7,86.75,113.08,63.05,43.85,35.16,93.36,36.19,30.83,train
syn_f018942-3-Pre,168.12,109.63,82.3,113.49,67.24,44.86,40.85,87.44,38.6,35.26,train
syn_f018949-2-Pre,173.59,115.33,91.08,119.38,73.85,47.14,44.17,96.24,41.98,42.12,train
syn_f018978-1-Pos,157.62,77.16,53.52,93.9,51.7,37.02,34.39,59.29,31.31,24.09,train
syn_f018983-1-Pos,176.5,101.05,74.24,106.27,63.15,40.57,41.68,83.24,36.76,28.89,train
syn_m019001-1-Pos,180.7,93.59,72.78,96.91,56.9,38.24,34.67,73.35,37.15,28.27,train
syn_m019011-2-Pre,167.56,102.4,76.71,98.45,55.85,37.41,38.77,74.39,42.46,33.47,train
syn_m019012-1-Pos,180.23,99.59,86.3,103.3,62.86,38.53,34.94,87.22,40.63,31.37,train
syn_m019012-3-Pre,180.23,108.34,75.49,103.85,63.38,38.45,38.74,75.49,42.26,36.1,train
syn_m019018-3-Pre,185.48,127.31,99.17,117.07,72.54,48.72,46.77,101.91,49.91,42.7,train
syn_m019024-0-Pos,180.36,89.93,78.41,95.1,54.51,37.89,35.26,78.71,38.97,28.44,train
syn_m019070-1-Pos,186.8,116.9,102.6,108.41,62.04,42.5,42.45,104.28,39.77,34.64,train
syn_m019070-3-Pre,186.8,124.68,91.44,108.78,62.74,42.25,46.38,92.28,41.54,39.29,train
syn_m019092-1-Pre,181.69,104.61,87.13,103.42,58.13,36.17,33.49,86.79,38.4,33.54,train
syn_m019119-0-Pre,173.5,100.42,93.74,101.86,59.87,41.28,34.56,98.53,40.81,32.9,train
syn_m019120-2-Pre,183.12,104.36,79.69,103.87,58.04,40.95,37.57,83.36,39.24,31.69,train
syn_m019125-2-Pos,181.53,104.8,77.57,101.94,57.4,38.58,42.29,77.57,41.27,35.5,train
syn_m019140-2-Pos,178.74,101.32,69.9,93.08,51.12,34.75,38.64,68.87,39.7,29.98,train
syn_m019141-1-Pos,189.79,115.8,95.94,120.95,73.73,50.16,47.3,99.28,41.92,40.36,train
syn_m019144-1-Pre,184.92,94.55,79.76,106.86,60.43,40.35,39.51,82.89,38.2,29.29,train
syn_m019164-2-Pre,155.43,95.39,74.02,98.64,58.19,42.38,38.0,66.5,39.22,33.37,train
syn_m019168-3-Pre,176.86,113.58,80.42,107.31,64.13,44.05,44.72,79.42,44.25,40.63,train
syn_m019170-0-Pre,172.92,96.89,84.14,99.82,55.4,39.45,35.22,89.78,38.22,28.61,train
syn_m019173-0-Pre,176.18,101.91,89.89,106.83,62.76,41.09,38.25,92.5,43.54,32.38,train
syn_m019197-0-Pos,179.66,91.84,84.39,98.24,53.87,36.6,34.86,89.22,35.1,24.03,train
syn_m019197-2-Pos,179.66,99.38,75.13,97.81,54.46,36.36,38.62,76.92,35.45,28.95,train
syn_m019198-1-Pos,160.83,85.93,68.2,95.38,55.45,38.99,34.67,64.17,37.21,28.53,train
syn_m019217-3-Pos,196.72,129.71,96.29,114.69,68.47,45.18,47.66,96.58,49.5,41.58,train
syn_m019223-1-Pos,179.46,111.15,95.57,110.96,65.64,45.13,41.45,99.66,44.27,36.3,train
syn_m019242-2-Pre,161.76,100.53,69.13,98.88,54.76,37.29,41.23,69.64,40.78,30.68,train
syn_m019244-2-Pre,173.44,95.06,73.41,96.23,50.4,35.27,37.87,72.36,37.49,28.77,train
syn_m019244-3-Pos,173.44,100.42,68.74,97.06,50.82,35.29,39.89,66.97,38.14,31.52,train
syn_m019246-0-Pos,178.99,102.26,94.16,103.9,61.88,43.86,36.95,95.91,39.95,32.89,train
syn_m019271-2-Pre,179.63,108.49,79.44,109.89,62.09,41.49,44.16,81.45,41.15,36.05,train
syn_m019273-1-Pos,175.6,104.34,86.01,100.06,56.44,41.52,36.53,87.23,41.15,31.37,train
syn_m019282-2-Pos,170.93,107.8,81.73,102.68,56.07,38.43,39.26,80.72,39.79,32.99,train
syn_m019284-1-Pre,166.17,109.03,90.85,100.18,56.34,38.78,37.31,89.53,42.98,34.12,train
syn_m019296-1-Pre,179.5,101.98,90.08,107.32,59.02,40.72,38.47,90.16,38.53,31.75,train
syn_m019300-0-Pre,171.62,97.38,84.3,99.38,54.4,38.2,35.55,88.07,38.29,28.95,train
syn_m019303-2-Pos,171.08,100.42,73.81,101.63,56.3,38.79,39.57,74.67,39.65,32.33,train
syn_m019307-1-Pos,191.68,115.13,95.75,112.26,67.42,44.85,43.08,97.45,44.55,34.29,train
syn_m019334-1-Pre,171.39,82.17,58.7,93.25,48.11,33.23,33.75,61.52,31.41,25.96,train
syn_m019340-3-Pre,189.61,118.15,78.76,111.54,66.63,43.77,45.17,77.64,47.17,40.43,train
syn_m019343-0-Pre,172.62,100.52,91.96,99.77,56.37,39.4,36.96,91.84,43.58,32.09,train
syn_m019350-3-Pos,173.9,111.02,74.51,103.97,63.08,43.26,45.6,76.21,39.07,36.38,train
syn_m019353-1-Pos,184.26,108.93,90.99,107.43,60.59,42.11,39.87,94.85,39.71,34.46,train
syn_m019355-1-Pre,157.0,96.63,80.71,96.24,53.49,39.23,35.67,79.86,35.65,30.44,train
syn_m019360-1-Pre,179.23,112.66,103.07,108.92,65.82,45.04,43.26,103.28,46.63,35.39,train
syn_m019364-2-Pos,180.26,106.53,83.12,111.31,63.76,40.57,42.65,84.06,41.82,34.16,train
syn_m019378-1-Pre,185.41,102.67,79.47,110.32,64.71,43.66,36.77,80.61,44.35,36.07,train
syn_m019382-0-Pre,177.72,95.09,84.73,99.48,56.39,37.88,38.04,84.12,35.86,29.47,train
syn_m019382-1-Pre,177.72,97.68,79.72,98.83,56.94,37.83,39.94,78.24,35.8,31.83,train
syn_m019382-2-Pre,177.72,100.89,74.95,99.23,57.22,37.81,41.91,72.63,36.18,34.33,train
syn_m019420-1-Pos,181.84,108.63,89.44,107.72,66.75,42.57,39.28,91.2,41.89,34.89,train
syn_m019423-0-Pre,182.35,110.25,99.61,110.32,65.05,45.47,41.25,104.53,43.66,32.51,train
syn_m019424-2-Pos,177.61,110.49,82.82,109.86,64.17,42.88,40.31,86.27,42.13,35.97,train
syn_m019426-2-Pre,177.12,113.72,84.89,109.19,66.15,45.9,45.82,85.29,43.78,39.91,train
syn_m019443-1-Pre,188.3,114.57,95.68,116.76,69.79,44.16,43.47,95.77,43.86,39.1,train
syn_m019449-2-Pre,190.99,106.63,78.83,107.9,61.78,40.36,44.65,81.47,40.06,32.59,train
syn_m019450-1-Pre,193.0,110.6,97.19,116.28,68.8,46.4,43.44,101.59,40.27,34.42,train
syn_m019461-1-Pos,172.94,102.24,88.12,105.29,61.39,43.0,40.56,91.66,40.08,33.76,train
syn_m019467-2-Pos,175.86,102.91,78.28,105.28,61.23,42.65,40.98,81.53,40.08,35.19,train
syn_m019468-3-Pos,178.66,110.91,77.16,110.53,65.03,43.62,44.91,78.68,41.86,39.57,train
syn_m019469-2-Pre,178.64,103.37,79.03,104.1,62.34,38.72,42.42,79.16,40.26,36.34,train
syn_m019480-3-Pos,189.52,123.76,77.31,109.05,64.98,42.64,43.23,76.94,43.64,40.56,train
syn_m019497-0-Pre,171.42,106.04,94.89,107.47,61.39,42.39,38.54,97.35,43.4,32.06,train
syn_f019003-0-Pos,150.58,91.32,74.33,91.98,50.25,37.64,33.55,76.0,32.45,26.55,train
syn_f019011-3-Pos,168.37,104.27,78.47,116.3,67.99,44.14,42.51,87.37,37.8,35.87,train
syn_f019029-3-Pre,176.3,127.96,100.07,124.24,73.07,49.37,44.62,102.88,44.1,43.82,train
syn_f019059-0-Pos,167.24,102.01,85.52,114.96,65.13,43.82,37.01,97.6,37.53,32.21,train
syn_f019064-1-Pre,161.42,84.55,60.86,96.01,48.63,31.88,30.57,66.46,30.75,22.48,train
syn_f019066-3-Pos,175.73,113.91,85.19,120.07,72.34,48.69,45.7,93.91,40.93,40.3,train
syn_f019069-1-Pre,155.2,119.88,100.06,121.55,72.25,52.98,40.86,106.87,39.93,39.53,train
syn_f019069-3-Pos,155.2,124.27,98.44,120.95,75.45,54.43,44.72,106.01,41.87,42.04,train
syn_f019086-1-Pos,164.75,95.84,80.27,105.17,58.11,40.55,35.88,81.21,35.14,31.31,train
syn_f019101-1-Pre,158.0,83.15,69.52,102.53,55.09,39.06,36.08,77.87,32.15,25.21,train
syn_f019126-3-Pos,171.2,98.92,75.73,123.24,74.36,47.16,42.8,91.03,37.49,35.42,train
syn_f019127-3-Pos,167.2,79.65,54.87,85.69,49.17,31.8,36.03,56.17,32.72,27.96,train
syn_f019134-1-Pre,156.87,105.39,91.18,115.82,68.59,49.45,39.5,94.23,37.34,37.51,train
syn_f019155-1-Pos,168.81,125.07,107.83,130.43,76.0,51.12,39.74,110.62,43.1,44.2,train
syn_f019156-0-Pre,181.85,93.23,82.47,112.9,63.08,43.46,38.68,89.27,36.76,28.94,train
syn_f019156-1-Pos,181.85,95.72,81.2,113.2,64.22,43.61,40.42,87.28,37.7,30.45,train
syn_f019163-0-Pos,171.57,117.46,107.24,122.68,70.98,48.14,40.8,107.9,38.49,37.57,train
syn_f019165-1-Pos,156.71,100.34,85.89,113.8,64.65,45.26,34.62,94.18,37.38,33.96,train
syn_f019166-2-Pre,161.96,117.3,101.52,115.27,69.29,50.34,41.05,100.1,41.96,40.54,train
syn_f019166-2-Pos,161.96,117.3,101.52,115.27,69.29,50.34,41.05,100.1,41.96,40.54,train
syn_f019194-3-Pos,155.98,121.41,101.06,117.9,71.48,51.69,43.28,108.84,42.93,41.92,train
syn_f019210-0-Pre,167.49,114.19,103.41,126.63,74.24,52.34,40.98,108.7,39.51,40.84,train
syn_f019216-1-Pos,172.2,94.97,79.21,102.45,59.12,39.23,37.56,85.98,35.99,31.43,train
syn_f019218-1-Pos,158.56,73.6,50.66,96.06,49.21,32.03,32.53,53.84,30.12,20.41,train
syn_f019231-2-Pre,173.58,113.73,94.1,123.33,73.7,51.98,44.59,104.36,40.03,40.16,train
syn_f019232-2-Pre,161.76,105.52,87.18,108.33,64.03,45.03,39.84,87.4,37.44,36.51,train
syn_f019246-1-Pre,150.82,93.23,73.91,102.06,57.1,38.88,31.83,83.73,31.39,29.48,train
syn_f019266-0-Pos,165.82,110.87,98.2,123.76,61.96,42.22,36.36,113.11,36.29,33.85,train
syn_f019276-3-Pre,173.74,118.0,91.86,126.3,79.41,53.2,49.11,104.29,41.0,40.59,train
syn_f019290-1-Pos,159.76,79.11,66.68,97.56,54.06,37.75,34.44,68.07,33.27,26.24,train
syn_f019291-2-Pre,157.06,113.46,92.68,111.17,62.66,43.69,38.09,94.61,40.03,39.89,train
syn_f019299-3-Pos,170.14,109.07,79.55,112.05,66.1,43.77,44.63,78.51,35.29,33.52,train
syn_f019301-3-Pre,175.17,119.5,94.23,115.83,70.24,48.65,46.45,107.29,42.35,39.23,train
