id,height,peito_circ,cintura_circ,quadril_circ,coxa_circ,joelho_circ,panturrilha_circ,abdomen_circ,pescoco_circ,biceps_circ,split
syn_f013780-1-Pos,160.98,118.46,100.18,116.06,60.97,44.72,40.47,102.43,41.69,37.69,unknown
syn_f013792-0-Pos,171.11,94.5,87.07,121.7,69.61,46.35,40.65,105.78,35.38,34.45,test
syn_f013793-0-Pos,174.37,112.37,96.14,112.37,64.01,44.04,38.89,100.89,40.48,35.49,unknown
syn_f013823-2-Pos,173.79,119.6,99.43,132.03,79.54,53.79,46.49,113.98,39.22,42.05,test
syn_f013825-3-Pre,169.59,99.44,67.3,112.34,64.13,42.14,43.04,73.31,37.59,31.31,test
syn_f013855-1-Pos,154.94,92.6,74.19,105.43,60.54,41.77,36.07,89.88,33.48,31.0,unknown
syn_f013886-3-Pos,169.39,105.82,81.3,109.56,65.04,39.83,38.39,91.47,37.94,34.52,unknown
syn_f013893-1-Pos,164.5,112.53,98.37,117.12,66.6,44.93,38.42,103.41,39.66,35.93,test
syn_f013908-0-Pre,173.53,102.54,86.69,114.48,64.55,47.8,41.21,98.73,35.26,34.42,test
syn_f013912-1-Pos,166.44,92.52,71.41,99.28,56.03,36.83,36.0,75.65,35.7,27.42,unknown
syn_f013912-2-Pre,166.44,93.87,69.84,99.48,57.71,37.07,37.91,73.71,36.53,29.46,unknown
syn_f013913-1-Pos,159.61,112.5,97.63,113.24,68.61,48.76,36.83,99.51,39.14,36.22,test
syn_f013925-3-Pos,162.47,95.12,66.46,111.13,62.69,42.03,38.51,70.52,31.58,29.43,test
syn_f013960-2-Pos,166.26,107.34,85.8,113.33,65.19,41.05,39.14,94.54,35.35,34.97,unknown
syn_f013962-0-Pos,178.52,101.37,88.24,116.84,62.39,41.45,37.23,98.22,37.89,31.33,test
syn_f013964-0-Pos,179.56,85.35,66.28,105.23,55.71,39.23,37.68,74.68,30.94,24.49,unknown
syn_f013975-1-Pos,162.88,115.29,97.87,110.94,64.45,45.16,39.35,101.14,37.96,37.9,test
syn_m014011-1-Pos,184.07,108.72,97.62,104.81,60.47,41.56,41.2,97.91,44.05,33.51,test
syn_m014042-1-Pre,180.6,121.12,107.47,112.43,66.56,46.54,42.57,107.61,44.04,36.86,test
syn_m014044-1-Pos,178.02,102.86,91.71,109.61,63.43,42.37,39.51,95.09,39.1,33.4,unknown
syn_m014050-3-Pos,192.27,118.83,87.96,111.91,63.98,43.97,45.23,90.85,41.01,37.15,test
syn_m014052-0-Pos,190.05,98.12,91.08,105.65,62.02,42.75,36.16,94.76,40.62,28.11,test
syn_m014062-2-Pre,188.91,119.92,93.94,115.7,69.32,46.79,46.68,94.21,44.9,40.13,test
syn_m014062-2-Pos,188.91,119.92,93.94,115.7,69.32,46.79,46.68,94.21,44.9,40.13,test
syn_m014073-2-Pos,176.45,105.88,77.68,95.48,55.03,37.62,40.97,75.91,40.5,30.83,test
syn_m014084-1-Pre,188.85,109.36,93.33,107.98,64.28,43.94,43.57,93.78,40.15,34.54,unknown
syn_m014097-1-Pos,183.39,96.24,74.63,96.55,51.58,34.76,33.63,75.2,39.88,29.38,test
syn_m014103-1-Pos,182.43,116.15,102.82,114.92,64.04,43.77,39.15,105.76,44.44,36.42,test
syn_m014112-0-Pos,190.41,116.68,114.62,113.45,60.17,40.98,38.14,121.16,45.18,31.28,test
syn_m014116-1-Pre,191.72,104.92,92.85,110.48,61.63,41.61,40.97,95.0,41.39,30.9,unknown
syn_m014131-2-Pre,185.46,92.08,63.19,102.75,55.4,35.41,38.96,64.75,34.68,31.46,unknown
syn_m014151-2-Pre,163.89,102.69,82.39,95.58,54.17,37.67,37.1,81.49,39.82,31.66,unknown
syn_m014159-1-Pos,175.2,90.86,68.13,102.05,57.69,37.37,35.81,70.71,37.25,28.82,unknown
syn_m014163-3-Pre,173.58,100.82,65.23,102.03,57.45,39.35,41.3,63.31,39.32,34.4,test
syn_m014238-2-Pre,182.9,115.06,79.95,99.59,60.87,39.41,40.76,81.59,41.58,36.43,test
syn_m014257-1-Pre,175.42,101.39,85.66,97.94,53.92,38.0,37.7,85.47,41.26,32.74,unknown
syn_m014264-3-Pos,183.44,107.97,72.21,105.4,60.44,37.04,40.51,73.89,41.85,35.5,unknown
syn_m014266-2-Pre,170.96,123.89,102.51,107.97,62.16,41.03,39.51,102.51,47.62,42.28,unknown
syn_m014273-0-Pre,165.16,95.21,82.9,100.03,54.38,38.94,36.3,84.88,38.89,26.87,unknown
syn_m014275-0-Pre,170.71,105.12,91.78,109.94,66.13,45.03,39.0,93.32,40.58,38.08,test
syn_m014282-2-Pre,174.75,97.27,69.99,100.67,58.09,37.9,37.86,70.77,38.15,31.27,test
syn_m014311-2-Pos,181.82,101.43,73.28,101.62,57.35,38.09,39.67,72.88,39.14,32.77,test
syn_m014313-3-Pre,175.43,119.7,88.93,111.43,66.38,43.93,46.3,88.49,46.23,40.92,unknown
syn_m014334-0-Pos,187.43,129.69,127.18,127.0,75.76,54.33,46.5,133.06,46.95,41.91,test
syn_m014400-0-Pos,182.78,110.29,106.1,114.66,66.93,48.01,39.45,112.06,43.07,36.14,test
syn_m014401-1-Pos,183.03,106.37,86.48,107.96,61.72,44.13,43.85,85.98,41.81,34.99,test
syn_m014405-3-Pos,181.42,100.25,64.54,87.9,46.27,30.86,36.06,58.55,40.85,31.73,test
syn_m014431-2-Pos,188.34,120.41,94.04,105.42,57.15,40.92,42.64,94.62,46.96,32.27,unknown
syn_m014450-2-Pre,179.38,122.29,99.51,116.72,67.21,45.86,45.47,100.83,51.31,39.62,test
syn_f014011-0-Pos,165.04,83.71,67.2,91.22,48.42,37.36,31.45,72.3,30.82,23.06,test
syn_f014021-1-Pre,169.88,82.18,62.23,99.29,50.4,34.87,34.51,67.88,31.9,23.66,unknown
syn_f014034-1-Pre,173.36,90.88,73.72,103.59,57.58,38.59,37.73,77.73,35.8,28.92,test
syn_f014055-2-Pre,166.74,113.08,95.71,113.13,67.79,47.2,43.36,99.73,39.83,38.19,test
syn_f014055-3-Pos,166.74,115.09,94.37,113.09,69.24,47.66,45.29,97.66,40.88,39.58,test
syn_f014063-1-Pre,173.98,88.27,73.17,111.66,62.04,44.55,39.04,82.58,33.48,28.22,test
syn_f014069-3-Pos,169.79,89.63,64.15,100.18,56.25,40.0,42.31,64.75,36.36,30.53,unknown
syn_f014072-0-Pre,177.89,95.47,83.28,115.33,63.83,43.75,37.55,87.02,34.48,30.11,test
syn_f014079-3-Pre,174.67,132.32,104.61,123.17,74.77,49.73,45.73,104.34,41.57,44.34,test
syn_f014118-1-Pos,169.36,88.8,75.9,102.77,56.74,41.41,35.9,77.73,33.37,29.58,test
syn_f014128-2-Pos,155.85,100.18,84.55,105.94,61.6,39.56,36.5,93.91,34.26,32.38,test
syn_f014141-0-Pre,152.4,91.36,81.94,98.23,53.14,33.84,28.38,84.39,35.11,28.71,unknown
syn_f014172-0-Pos,162.79,103.38,90.9,106.82,60.76,43.26,39.76,92.69,36.73,33.33,test
syn_f014175-0-Pre,173.29,105.57,84.21,107.49,57.61,41.79,39.48,89.2,35.03,30.14,unknown
syn_f014201-1-Pre,161.71,93.24,73.38,102.22,59.5,42.46,39.78,77.26,37.14,30.72,unknown
syn_f014206-0-Pre,165.61,94.44,78.64,101.57,55.07,37.98,35.96,82.08,34.25,27.91,test
syn_f014226-2-Pos,185.19,102.38,76.17,107.3,64.45,41.0,41.3,85.53,39.9,30.68,test
syn_f014228-2-Pos,170.55,101.96,74.21,106.97,62.37,41.37,40.01,78.51,35.2,32.41,test
syn_f014284-1-Pre,166.63,117.83,99.68,113.37,67.41,45.42,39.24,100.92,38.29,38.64,test
syn_f014313-1-Pre,164.59,94.8,76.58,108.13,63.88,44.8,38.33,85.46,33.93,29.29,test
syn_f014314-2-Pre,168.46,93.69,66.74,105.01,61.04,41.33,41.66,75.33,33.23,30.55,unknown
syn_f014340-3-Pos,153.8,104.39,76.03,101.37,59.25,43.4,40.24,81.01,34.62,33.08,unknown
syn_f014359-0-Pre,165.38,92.1,76.75,101.28,55.65,38.72,34.58,81.84,32.82,27.32,unknown
syn_f014364-0-Pos,162.05,99.81,87.77,105.11,61.23,42.47,35.01,93.52,35.15,30.81,unknown
syn_f014374-3-Pre,181.89,94.03,66.38,113.4,61.8,39.21,40.49,79.8,34.07,31.23,test
syn_f014374-3-Pos,181.89,94.03,66.38,113.4,61.8,39.21,40.49,79.8,34.07,31.23,test
syn_f014387-2-Pos,148.07,90.29,74.31,104.34,60.32,41.84,36.22,77.06,32.42,31.99,test
syn_f014411-0-Pos,160.2,78.96,64.34,95.91,53.49,35.2,32.07,74.44,33.25,23.04,unknown
syn_f014431-0-Pos,153.23,103.38,83.31,92.68,50.75,38.2,32.58,86.05,37.13,32.07,unknown
syn_f014440-1-Pos,162.99,103.71,90.25,116.19,66.4,48.37,41.31,104.35,37.42,37.04,test
syn_f014440-2-Pos,162.99,105.46,89.65,115.93,68.32,48.8,43.24,102.24,38.32,38.26,unknown
syn_f014477-2-Pre,159.31,76.57,54.39,104.07,60.21,43.31,39.1,67.51,32.78,27.62,unknown
syn_m014501-1-Pos,183.33,98.72,77.3,99.03,55.93,39.44,39.43,76.81,40.41,32.9,test
syn_m014511-3-Pre,180.61,108.59,70.63,106.15,66.06,43.02,42.57,74.32,40.32,37.39,test
syn_m014523-0-Pre,180.04,110.25,104.43,103.96,56.76,41.57,41.51,106.97,44.83,31.9,test
syn_m014529-3-Pre,177.6,107.9,65.88,102.6,58.75,41.37,41.92,65.22,39.93,36.58,unknown
syn_m014539-2-Pre,175.33,104.33,81.78,108.25,67.26,49.32,45.65,82.64,41.29,37.57,unknown
syn_m014541-0-Pre,187.89,114.11,103.67,119.29,69.01,46.71,44.04,106.71,43.36,35.62,test
syn_m014549-2-Pre,175.45,119.4,101.75,108.68,63.07,43.18,45.33,101.87,48.13,37.12,test
syn_m014551-2-Pre,171.39,112.26,86.86,104.87,60.43,42.79,42.84,87.51,47.44,39.46,unknown
syn_m014558-3-Pre,179.01,110.07,69.63,98.83,59.28,37.67,41.94,68.98,40.75,35.4,test
syn_m014565-1-Pre,177.35,110.92,88.2,109.33,62.67,43.75,42.39,88.71,42.85,33.89,test
syn_m014595-3-Pre,183.74,117.35,86.56,112.37,60.04,42.18,43.98,89.51,44.49,36.92,unknown
syn_m014598-1-Pre,180.19,106.97,93.37,102.45,57.01,38.88,38.52,95.73,38.28,29.93,test
syn_m014604-2-Pre,174.65,125.55,103.77,116.47,68.73,48.8,46.54,104.13,44.45,39.65,test
syn_m014617-3-Pre,179.92,111.7,71.14,102.15,58.87,38.33,40.74,70.75,40.27,36.89,test
syn_m014695-1-Pos,169.16,83.6,66.34,94.25,51.49,40.25,35.8,67.38,35.65,25.29,unknown
syn_m014695-2-Pos,169.16,86.8,63.34,94.36,51.9,40.31,37.76,61.87,36.35,27.74,unknown
syn_m014720-3-Pos,184.05,126.01,84.48,112.91,68.47,47.54,48.42,88.32,47.86,42.17,test
syn_m014753-2-Pos,186.2,90.89,68.34,94.76,45.38,36.21,38.55,66.35,35.49,27.78,unknown
syn_m014781-3-Pre,170.27,113.77,73.94,110.05,62.83,42.5,39.85,75.03,43.43,41.46,unknown
syn_m014821-1-Pos,176.73,98.21,72.58,108.9,60.55,41.96,39.58,75.13,38.92,32.29,unknown
syn_m014825-3-Pos,170.63,105.09,75.35,95.65,53.68,37.39,37.74,74.39,40.52,33.87,unknown
syn_m014858-2-Pre,170.37,106.09,79.58,101.62,58.07,40.99,38.6,75.87,41.72,34.79,unknown
syn_m014883-0-Pos,179.85,95.02,82.05,106.39,58.19,38.13,33.91,84.11,39.09,27.98,unknown
syn_m014886-2-Pos,190.45,126.83,106.67,113.0,66.58,42.68,41.48,107.66,47.82,39.3,test
syn_m014887-1-Pos,173.72,96.17,84.09,102.25,57.75,42.98,38.77,84.27,40.81,31.9,test
syn_m014900-1-Pos,176.7,102.46,75.72,102.29,62.65,40.73,34.21,76.26,37.42,30.28,test
syn_m014917-0-Pos,179.43,93.24,82.44,101.98,56.31,39.87,34.44,83.68,39.62,27.23,unknown
syn_m014923-0-Pre,178.85,96.52,93.34,98.32,57.72,39.66,38.79,97.07,39.79,30.06,test
syn_m014923-0-Pos,178.85,96.52,93.34,98.32,57.72,39.66,38.79,97.07,39.79,30.06,test
syn_m014925-3-Pos,185.21,119.72,82.88,101.78,58.05,40.01,41.32,81.56,45.64,35.43,test
syn_m014926-1-Pos,191.38,102.46,82.46,98.16,56.56,39.12,36.86,85.53,40.29,32.42,unknown
syn_m014938-2-Pre,175.0,104.39,87.84,103.05,57.75,38.08,39.62,85.72,41.45,31.09,unknown
syn_m014964-2-Pre,171.52,109.56,82.03,103.8,61.24,41.82,38.23,84.02,42.68,34.88,test
syn_m014966-3-Pre,178.28,118.51,82.08,111.48,68.19,44.2,44.6,80.56,51.33,42.8,test
syn_f014526-2-Pos,162.25,92.68,70.45,101.55,58.84,40.57,37.1,80.05,35.75,30.92,unknown
syn_f014555-0-Pre,163.37,83.91,68.83,102.79,53.28,39.6,36.02,77.54,35.17,27.44,unknown
syn_f014570-0-Pos,179.22,117.88,102.95,115.63,63.24,46.43,39.39,106.45,40.57,37.29,test
syn_f014572-1-Pre,173.83,99.32,83.86,107.92,57.24,40.21,35.26,94.16,37.94,29.23,unknown
syn_f014575-0-Pos,164.66,117.53,104.69,124.57,68.92,47.07,33.85,117.16,42.07,36.55,test
syn_f014591-3-Pos,160.45,81.53,61.76,97.27,57.08,37.33,37.44,71.15,34.02,26.77,unknown
syn_f014604-1-Pos,156.77,105.19,85.98,106.81,58.59,41.36,35.81,90.16,34.13,33.57,unknown
syn_f014620-1-Pos,166.04,96.63,83.51,107.28,62.33,41.99,38.26,89.84,34.71,32.41,test
syn_f014621-2-Pre,169.31,106.03,88.08,120.37,72.34,47.98,44.98,99.75,38.38,40.5,test
syn_f014629-3-Pre,167.56,102.07,77.99,108.27,67.87,45.48,42.36,84.97,38.29,31.99,unknown
syn_f014635-3-Pre,164.56,94.3,65.45,91.12,53.85,37.77,38.74,63.99,33.63,27.24,test
syn_f014635-3-Pos,164.56,94.3,65.45,91.12,53.85,37.77,38.74,63.99,33.63,27.24,test
syn_f014668-2-Pre,161.46,96.89,72.79,103.81,62.49,45.27,39.52,77.08,34.92,30.93,test
syn_f014716-3-Pos,174.73,130.58,109.35,131.51,74.42,48.32,47.22,113.31,43.02,43.92,unknown
syn_f014743-3-Pre,170.11,125.77,100.63,124.06,72.01,49.7,47.07,109.56,44.57,42.0,test
syn_f014746-3-Pre,179.37,103.11,73.02,110.08,65.03,40.05,42.24,78.31,35.02,30.53,unknown
syn_f014783-3-Pos,167.09,115.36,87.49,111.83,67.64,47.45,42.88,97.82,43.48,38.88,unknown
syn_f014797-0-Pre,169.95,85.68,70.62,95.17,51.26,36.06,32.71,80.34,32.04,23.82,unknown
syn_f014827-1-Pos,166.77,96.37,79.85,112.3,63.66,42.38,37.31,83.34,36.04,32.79,test
syn_f014828-0-Pre,166.11,76.38,57.16,99.21,53.69,33.58,30.09,64.39,29.23,22.78,test
syn_f014847-0-Pre,156.79,87.94,74.26,102.93,57.14,37.58,32.1,76.64,32.59,30.25,unknown
syn_f014848-2-Pos,167.96,93.46,75.67,115.21,67.2,42.3,39.56,77.82,33.86,35.11,test
syn_f014851-0-Pos,182.78,79.73,67.78,115.65,66.53,42.75,39.63,77.05,30.64,28.46,unknown
syn_f014875-1-Pos,179.11,84.91,64.61,103.89,55.09,42.63,37.69,76.11,36.74,27.05,test
syn_f014892-1-Pos,162.0,116.47,97.39,107.72,63.1,44.13,37.13,99.23,40.88,36.69,test
syn_f014905-0-Pre,160.69,103.72,87.94,104.82,57.73,40.57,36.0,93.51,36.53,32.08,test
syn_f014920-0-Pos,173.27,92.91,76.06,105.6,57.43,40.06,34.05,80.81,30.21,27.03,unknown
syn_f014928-1-Pos,164.18,84.45,68.16,109.49,60.56,40.34,35.91,76.38,31.45,26.04,unknown
syn_f014929-3-Pre,163.67,104.94,78.3,102.01,60.43,39.45,36.75,79.92,36.37,32.27,unknown
syn_f014931-2-Pos,163.18,97.71,71.49,101.43,60.92,41.19,39.15,76.2,33.17,32.26,unknown
syn_f014955-2-Pos,160.88,85.52,64.52,102.63,57.15,39.17,38.08,68.81,32.76,29.3,unknown
syn_f014993-3-Pos,162.5,95.98,66.61,99.47,60.49,39.95,38.01,75.64,33.09,29.51,unknown
syn_f014997-3-Pos,167.74,98.64,76.17,112.6,66.79,45.27,42.21,79.87,36.55,33.92,test
syn_m015019-2-Pre,178.93,106.33,78.38,102.4,58.69,41.52,42.86,77.88,40.72,36.18,test
syn_m015041-1-Pos,182.14,93.68,78.4,103.84,58.34,36.78,38.34,79.01,38.52,30.32,unknown
syn_m015043-3-Pos,186.19,118.43,78.86,114.02,69.37,44.36,47.06,79.64,43.38,40.4,test
syn_m015054-1-Pre,172.62,100.65,87.16,107.7,62.58,41.41,39.82,90.05,39.92,33.75,test
syn_m015057-3-Pos,185.14,113.08,83.04,104.99,58.64,40.08,42.55,83.15,43.39,38.78,test
syn_m015066-3-Pos,184.25,120.9,91.16,109.71,66.6,46.51,46.28,89.94,46.23,40.99,unknown
syn_m015070-2-Pos,176.57,122.17,98.21,114.85,65.45,43.66,42.39,100.27,46.56,38.9,test
syn_m015125-0-Pre,176.85,106.3,91.52,102.67,57.34,42.53,39.03,93.83,41.95,31.75,test
syn_m015129-1-Pos,173.9,111.13,91.47,97.93,56.07,41.44,39.45,91.18,41.95,34.73,unknown
syn_m015135-0-Pos,176.0,100.37,92.35,102.13,57.48,39.22,36.16,94.89,41.41,30.6,unknown
syn_m015148-3-Pre,175.25,121.28,94.34,106.32,64.46,45.83,46.35,93.3,41.78,39.63,unknown
syn_m015175-1-Pre,178.22,98.46,83.34,102.86,58.97,39.87,38.72,83.86,41.58,32.34,test
syn_m015175-1-Pos,178.22,98.46,83.34,102.86,58.97,39.87,38.72,83.86,41.58,32.34,test
syn_m015189-0-Pre,181.97,103.73,91.1,106.42,61.87,40.62,40.65,93.85,39.07,32.8,test
syn_m015189-2-Pre,181.97,111.16,80.76,107.01,62.2,40.5,44.45,81.7,39.24,37.3,unknown
syn_m015193-1-Pre,176.1,96.68,81.41,103.88,57.8,39.81,38.13,83.23,37.04,28.96,test
syn_m015194-0-Pos,180.06,108.37,100.97,109.39,63.29,44.65,40.36,108.1,41.04,32.56,test
syn_m015197-2-Pos,171.38,94.47,65.72,99.63,58.49,40.64,37.29,69.2,35.27,34.44,unknown
syn_m015208-3-Pre,180.04,110.96,79.72,99.88,57.14,37.83,39.94,80.68,43.0,35.12,unknown
syn_m015232-3-Pre,179.9,117.98,82.8,106.32,60.28,39.43,43.14,83.62,41.63,38.96,test
syn_m015234-1-Pos,187.61,103.7,84.67,105.97,62.45,41.1,41.13,84.6,41.3,34.16,unknown
syn_m015244-1-Pre,183.49,102.34,80.85,105.01,58.78,38.92,39.19,80.26,38.53,31.68,test
syn_m015246-1-Pre,168.74,94.29,69.01,104.29,62.12,41.87,42.42,69.4,39.38,31.28,test
syn_m015248-0-Pre,169.68,93.36,90.02,97.46,56.28,38.92,33.39,91.92,36.6,30.12,unknown
syn_m015259-0-Pre,172.46,100.93,90.03,98.23,54.71,38.19,35.27,89.96,38.16,28.75,unknown
syn_m015268-2-Pos,177.74,119.24,96.97,111.9,68.7,42.86,44.54,97.11,46.71,37.91,unknown
syn_m015273-1-Pos,173.62,93.93,71.7,109.41,59.23,40.84,40.15,73.18,36.74,30.25,unknown
syn_m015300-0-Pre,175.31,106.19,101.56,105.63,62.2,42.17,40.41,103.77,44.84,34.32,test
syn_m015318-0-Pos,174.42,107.84,96.74,106.91,59.22,43.62,39.8,97.25,42.26,30.63,unknown
syn_m015318-3-Pos,174.42,118.94,81.37,107.77,60.4,43.73,45.66,79.22,44.6,36.64,unknown
syn_m015319-2-Pre,179.52,100.86,65.98,109.63,63.48,41.85,42.22,68.47,37.14,35.47,test
syn_m015322-1-Pos,180.69,94.04,72.9,101.21,57.43,39.4,37.66,75.27,38.18,28.74,unknown
syn_m015323-3-Pos,175.26,113.51,74.92,99.18,58.43,38.02,41.15,72.91,42.2,37.21,test
syn_m015333-2-Pos,186.61,109.53,82.1,99.71,55.63,39.55,42.42,81.26,44.93,34.14,test
syn_m015336-0-Pre,189.95,113.64,104.02,104.74,62.43,44.73,40.37,104.2,43.98,34.06,unknown
syn_m015338-2-Pos,182.18,102.79,74.72,101.88,59.32,41.83,40.54,77.0,39.04,35.57,test
syn_m015343-0-Pos,193.72,113.3,110.44,110.8,65.42,43.31,40.29,114.11,44.25,30.61,unknown
syn_m015354-0-Pre,181.96,95.34,89.8,102.92,58.94,41.07,38.03,89.8,38.09,28.8,test
syn_m015355-3-Pos,183.79,114.23,73.25,109.18,59.29,41.09,42.83,71.72,43.34,36.95,test
syn_m015361-2-Pre,178.62,104.42,83.23,97.19,56.67,38.23,38.82,85.12,38.21,33.93,unknown
syn_m015362-0-Pre,184.91,93.04,80.57,102.54,58.58,38.47,36.28,84.84,34.34,25.69,unknown
syn_m015372-3-Pos,166.63,119.43,90.25,103.11,60.05,40.52,40.67,89.99,50.33,38.39,unknown
syn_m015375-1-Pre,183.19,104.99,83.74,106.38,60.04,43.14,41.98,86.22,41.35,32.43,unknown
syn_m015378-3-Pos,195.92,110.93,78.34,109.27,60.43,40.59,40.79,78.91,42.76,36.43,unknown
syn_m015388-2-Pos,187.9,116.42,98.23,106.52,61.61,43.24,42.27,97.16,46.2,37.46,test
syn_m015398-3-Pos,177.85,109.97,69.18,102.2,59.2,38.76,41.12,69.84,39.66,38.04,unknown
syn_m015418-1-Pos,177.2,105.48,90.55,111.53,63.6,42.6,38.45,93.95,39.76,33.68,unknown
syn_m015438-3-Pos,178.39,105.81,68.22,103.5,60.2,39.59,41.1,68.76,39.87,36.59,unknown
syn_m015446-2-Pre,161.56,95.63,69.64,98.99,52.53,39.39,36.9,68.03,36.93,31.5,unknown
syn_m015449-0-Pre,178.49,104.37,92.6,106.73,64.13,45.91,39.08,97.74,37.94,32.72,unknown
syn_m015466-0-Pre,164.85,78.73,66.77,90.18,46.33,32.41,30.26,64.25,33.03,23.49,unknown
syn_m015466-1-Pos,164.85,82.72,62.88,90.0,46.96,32.29,32.13,58.22,33.66,25.84,test
syn_m015470-2-Pos,183.11,95.03,65.65,100.32,58.13,40.77,41.59,63.35,35.23,32.65,unknown
syn_m015488-3-Pos,175.96,125.31,99.8,112.41,66.49,47.08,50.94,101.59,46.51,41.24,unknown
syn_m015497-2-Pos,171.62,90.92,64.79,94.91,50.38,33.49,35.39,64.09,34.75,27.25,unknown
syn_f015057-1-Pre,155.58,102.83,85.01,116.23,62.96,43.52,37.3,95.61,35.67,31.74,test
syn_f015110-0-Pos,163.29,116.64,100.2,117.32,64.98,45.04,36.65,108.9,36.39,34.01,test
syn_f015117-1-Pos,155.92,78.63,60.51,109.31,63.19,44.47,36.98,66.19,30.78,28.09,unknown
syn_f015128-0-Pre,165.98,90.47,72.39,95.97,53.55,35.73,32.92,71.45,32.62,25.06,unknown
syn_f015129-0-Pre,166.27,92.12,75.83,104.59,56.33,39.93,31.71,85.51,33.76,27.78,test
syn_f015163-2-Pos,163.13,121.89,100.67,124.69,75.64,49.7,43.16,104.97,38.7,42.43,test
syn_f015165-1-Pre,150.81,99.54,81.99,101.55,56.94,39.46,30.55,89.81,36.51,32.41,unknown
syn_f015167-0-Pre,162.87,97.26,81.7,112.68,59.35,41.91,33.23,95.64,32.97,27.85,test
syn_f015176-1-Pos,175.96,99.96,80.87,114.84,64.53,45.01,43.4,87.51,34.42,32.34,unknown
syn_f015215-1-Pos,179.98,107.63,88.65,117.32,66.42,46.06,41.88,100.22,39.59,36.18,test
syn_f015224-2-Pos,156.06,109.41,87.53,104.23,65.84,47.86,35.51,88.12,35.99,35.61,test
syn_f015228-1-Pre,162.6,88.29,66.48,96.21,50.95,38.25,33.97,69.81,31.75,24.43,unknown
syn_f015246-0-Pos,161.69,96.81,78.46,92.25,49.1,36.47,33.1,83.01,32.84,25.09,unknown
syn_f015287-2-Pre,168.45,94.39,73.22,106.9,57.9,36.85,35.83,74.66,34.37,27.38,unknown
syn_f015295-3-Pre,169.36,99.01,66.65,100.21,59.11,36.95,37.08,81.38,35.23,31.4,test
syn_f015314-3-Pos,170.47,94.43,66.2,100.49,60.41,38.61,39.13,65.92,34.32,29.32,test
syn_f015352-1-Pos,166.29,91.02,71.32,104.44,60.38,41.08,36.86,80.28,31.32,31.95,unknown
syn_f015369-1-Pos,162.51,104.84,90.26,106.38,60.56,44.33,40.03,93.35,39.2,32.64,unknown
syn_f015388-2-Pos,159.96,81.18,59.35,95.2,51.11,35.77,34.85,64.13,31.14,24.63,unknown
syn_f015392-0-Pre,170.69,74.13,58.42,96.58,49.17,34.25,31.94,66.56,28.61,18.45,test
syn_f015394-1-Pre,165.97,89.95,71.23,118.1,67.82,50.91,40.36,79.75,36.08,32.31,unknown
syn_f015465-2-Pos,165.95,84.85,60.36,101.29,59.45,39.66,38.29,71.52,33.7,27.42,test
syn_f015480-2-Pos,172.7,88.25,66.62,106.88,60.1,39.06,37.34,76.01,32.03,29.06,test
syn_m015507-1-Pos,172.5,109.06,89.63,107.79,64.35,42.98,38.91,90.38,40.8,35.75,test
syn_m015531-3-Pos,171.28,110.47,75.39,97.44,57.27,39.38,41.95,74.42,40.66,36.38,test
syn_m015550-0-Pre,191.9,96.9,86.49,105.47,63.3,38.38,37.87,87.58,39.23,27.21,test
syn_m015552-0-Pre,178.29,92.45,81.19,108.17,62.98,41.22,36.58,81.58,39.89,32.1,unknown
syn_m015555-2-Pre,197.32,117.59,100.21,117.84,68.25,42.9,43.64,101.09,46.93,37.75,unknown
syn_m015565-3-Pre,174.28,114.79,82.96,100.66,53.01,39.07,42.27,82.2,40.59,35.25,unknown
syn_m015578-0-Pre,176.23,108.21,104.06,109.55,61.25,43.4,40.06,105.58,42.46,32.76,unknown
syn_m015581-3-Pre,197.64,116.81,79.69,115.79,68.19,43.05,40.94,81.3,42.01,38.72,unknown
syn_m015588-0-Pre,173.35,97.96,88.72,101.29,58.49,41.52,38.02,88.45,43.44,29.83,unknown
syn_m015598-1-Pre,176.24,94.18,75.96,98.72,58.27,39.67,38.79,78.34,35.27,29.41,unknown
syn_m015602-2-Pre,172.49,118.06,93.23,106.37,62.95,41.03,43.57,95.03,43.09,37.65,test
syn_m015603-3-Pre,184.0,113.9,78.0,104.87,60.48,41.78,42.94,79.28,41.94,37.43,test
syn_m015609-0-Pre,173.96,89.81,76.06,101.94,60.95,39.85,34.54,80.36,34.71,31.55,unknown
syn_m015614-3-Pre,177.8,113.07,81.14,104.24,56.54,38.97,44.59,83.66,40.55,32.33,unknown
syn_m015616-3-Pos,177.17,108.5,70.88,100.64,59.69,41.32,39.92,64.74,41.58,36.3,test
syn_m015632-0-Pos,180.48,96.02,87.16,106.17,63.55,40.9,36.91,90.1,38.06,29.63,test
syn_m015640-1-Pre,168.09,87.93,69.47,94.09,54.09,37.03,34.36,72.97,39.12,28.66,unknown
syn_m015641-3-Pos,192.46,118.11,80.68,105.77,62.17,42.9,44.35,80.68,40.49,39.71,unknown
syn_m015646-2-Pos,186.44,115.41,86.79,113.21,65.26,43.26,42.19,86.97,41.47,37.17,unknown
syn_m015652-0-Pos,190.03,109.37,102.55,110.55,64.79,41.45,38.08,106.75,43.58,33.46,test
syn_m015660-1-Pos,168.17,103.11,86.31,102.91,60.7,40.93,35.89,86.72,38.29,33.37,unknown
syn_m015661-2-Pos,179.48,113.3,87.14,106.69,63.1,43.02,42.17,88.74,44.37,39.23,unknown
